id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
46640805,"Experience authentic Seattle experiences, comfy studio",8534462,Barsala,Beacon Hill,North Beacon Hill,47.57872,-122.29982,Entire home/apt,136,30,0,,,140,291
46647161,Tranquility outside of Downtown,80566034,Beata,West Seattle,North Admiral,47.5745,-122.38418,Entire home/apt,200,3,6,2021-03-16,3.16,2,274
46647258,Seattle Chinatown (ID)gem studio,192590901,Vicky,Other neighborhoods,Industrial District,47.59574,-122.32619,Entire home/apt,70,120,0,,,1,59
46647641,Live + Work + Stay + Easy | Studio in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,110,90,0,,,96,360
46666061,Home sweet Home,123549312,Yusuf,Rainier Valley,Dunlap,47.52282,-122.27391,Entire home/apt,105,1,0,,,1,360
46674367,"New! Spring Street Center - Classic Home Minutes to Downtown, Waterfront, Capital Hill Neighborhood",377129678,Karen,Central Area,Minor,47.61177,-122.31302,Entire home/apt,219,2,3,2021-02-28,1.15,5,0
46674369,New! Perfect Belltown Getaway in the Heart of Seattle with Space Needle Views from the Rooftop Deck,377129678,Karen,Downtown,Belltown,47.61756,-122.34636,Entire home/apt,90,3,3,2021-02-15,0.92,5,347
46679642,New! Belltown Studio w/ Private Sleeping Alcove + Beautiful Rooftop Views of Space Needle & Downtown,377129678,Karen,Downtown,Belltown,47.61756,-122.34636,Entire home/apt,90,3,3,2021-02-28,1.18,5,331
46683258,Best place in MLK!,278405609,Nikk,Beacon Hill,Mid-Beacon Hill,47.54864,-122.28689,Entire home/apt,69,1,5,2021-02-08,1.61,3,67
46690628,WFH at this Spacious Waterfront Penthouse,340532568,Abigail,Capitol Hill,Madison Park,47.63742,-122.27819,Entire home/apt,100,30,0,,,1,48
46712403,Beautiful Modern University District Studio,33329879,Jin,University District,University District,47.66422,-122.31773,Entire home/apt,80,30,1,2021-03-03,1,5,59
46727219,"Classic, two-story home w/ high-speed WiFi, furnished deck, and washer/dryer",342508637,Vacasa,Other neighborhoods,Wallingford,47.65016,-122.33852,Entire home/apt,245,2,3,2021-03-06,2.14,7,351
46732475,Modern basement suite in heart of Ballard,900531,Clay (Alex + Chego),Ballard,Loyal Heights,47.6772,-122.37813,Entire home/apt,85,2,4,2021-03-01,1.28,1,13
46732516,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,122,90,0,,,96,360
46733802,Alki Beach New Home🍀☀️ Hi-Speed WiFi,286714970,Gilberto,West Seattle,Alki,47.58094,-122.40276,Entire home/apt,141,2,9,2021-03-15,2.97,1,82
46748271,"Charming, Private 2BR Suite Full of Natural Light!",56788455,Lura,Delridge,South Delridge,47.52472,-122.36252,Entire home/apt,60,3,2,2021-03-06,1.07,1,74
46748489,"Lincoln Park, Alki Beach, Long stays, Full kitchen",374054982,Joel,West Seattle,Fauntleroy,47.53115,-122.39273,Entire home/apt,135,30,0,,,1,103
46748851,Pelly Place: Secluded Guest Suite w/Forest View,31551373,,West Seattle,Gatewood,47.54241,-122.39258,Entire home/apt,129,1,2,2020-12-14,0.55,2,20
46757747,[AC included] HIGH RISE 1BEDROOM with AMAZING view,4460223,Shane,Downtown,First Hill,47.61023,-122.32535,Entire home/apt,107,30,0,,,1,179
46770775,SoBe Third Ave Apartments,256722917,SoBe,Downtown,Belltown,47.61618,-122.34919,Entire home/apt,108,3,0,,,12,95
46770776,SoBe Third Ave Apartments 30 Day Stays,256722917,SoBe,Downtown,Belltown,47.61741,-122.34798,Entire home/apt,110,3,0,,,12,88
46770777,SoBe Third Ave Apartments,256722917,SoBe,Downtown,Belltown,47.61745,-122.34815,Entire home/apt,111,3,0,,,12,40
46770780,SoBe Third Ave Apartments 30 Day Stays Two Bedroom,256722917,SoBe,Downtown,Belltown,47.61818,-122.35015,Entire home/apt,118,3,1,2021-02-21,1,12,30
46770781,SoBe Third Ave Apartments,256722917,SoBe,Downtown,Belltown,47.61746,-122.34868,Entire home/apt,118,3,0,,,12,52
46770783,SoBe Third Ave Apartments,256722917,SoBe,Downtown,Belltown,47.61665,-122.34868,Entire home/apt,114,3,1,2021-02-22,1,12,99
46771000,Downtown Seattle Convention Center Apartments 30 Day stays Two Bedroom,256722917,SoBe,Downtown,Central Business District,47.61226,-122.33277,Entire home/apt,128,3,1,2021-02-28,1,12,92
46771001,Downtown Seattle Convention Center Apartments 30 Day stays Two Bedroom,256722917,SoBe,Downtown,Central Business District,47.61247,-122.33097,Entire home/apt,141,1,3,2021-03-10,1.34,12,87
46771005,Downtown Seattle Convention Center Apartments 30 Day stays Two Bedroom,256722917,SoBe,Downtown,Central Business District,47.61405,-122.33169,Entire home/apt,138,3,0,,,12,87
46794214,Lux 1BD with floor-to-ceiling tile in bathroom and kitchen,8534462,Barsala,Downtown,Pike-Market,47.61082,-122.34048,Entire home/apt,157,30,0,,,140,323
46795176,Two bedroom house in a very safe neighbourhood.,47213553,Tatyana,Ballard,Loyal Heights,47.68891,-122.37803,Entire home/apt,120,30,1,2021-02-14,0.88,1,43
46798760,Corner Unit in the middle of it all - 99 Walkscore,19403115,Vince,Downtown,Belltown,47.61387,-122.34798,Entire home/apt,128,2,16,2021-03-13,5.05,12,313
46815779,"Delightful Suite, walkable to lots of restaurants!",325774270,Emily,Northgate,North College Park,47.70235,-122.33572,Entire home/apt,113,3,1,2021-03-15,1,1,81
46819142,"Airy + Bright, Private: Contactless in/out.",5177328,Andrea,Interbay,Interbay,47.6388,-122.38661,Entire home/apt,95,30,1,2021-01-28,0.58,5,48
46823062,High-End 1BR w/ great amenities in Seattle,359069961,Kia,Other neighborhoods,Roosevelt,47.67753,-122.31976,Entire home/apt,145,30,0,,,96,360
46850745,Matthews Beach Paradise - #BeachLife,23548303,Stephanie,Lake City,Matthews Beach,47.69454,-122.27368,Entire home/apt,329,30,0,,,1,1
46857184,Stunning Queen Anne Bungalow-with office!,236572187,Karen,Queen Anne,East Queen Anne,47.62961,-122.34461,Entire home/apt,110,2,6,2021-03-05,3.05,2,21
46858732,Beautiful midcentury modern near Downtown,26543013,Lauren,Beacon Hill,North Beacon Hill,47.57897,-122.30343,Entire home/apt,175,30,0,,,1,260
46868403,"Airy Downtown 1BR w/ Gym, near Shopping + Light Rail by Blueground",107434423,Blueground,Downtown,Central Business District,47.60829,-122.33518,Entire home/apt,133,30,0,,,93,1
46876194,"Seattle (The Camlin), WA - Entire 2 Bedroom Condo",372675263,SnoozeStay,Downtown,Belltown,47.61429,-122.33391,Entire home/apt,371,2,0,,,2,365
46876475,"Seattle (The Camlin), WA - Entire 1 Bedroom Condo",372675263,SnoozeStay,Downtown,Belltown,47.61506,-122.33346,Entire home/apt,264,2,0,,,2,365
46890130,"Trendy Downtown 1 BR with Gym, Rooftop, walk to Light Rail, by Blueground",107434423,Blueground,Downtown,Central Business District,47.60829,-122.33518,Entire home/apt,133,30,0,,,93,341
46890153,"Open Downtown 1BR w/ Gym, near Shopping, Light Rail, by Blueground",107434423,Blueground,Downtown,Central Business District,47.60829,-122.33518,Entire home/apt,133,30,0,,,93,270
46897588,Westside Hideout,354229,Jimmy C,Delridge,South Delridge,47.52339,-122.36179,Entire home/apt,90,3,2,2021-02-08,0.75,1,357
46901420,Quiet Columbia City Gated Community Room 3,3143442,Eric,Beacon Hill,Mid-Beacon Hill,47.5587,-122.29452,Private room,43,5,0,,,5,326
46905015,Cozy and Private Writer's Cottage Near Everything!,54363958,Amy,West Seattle,Seaview,47.54665,-122.38915,Entire home/apt,91,2,22,2021-03-15,6.95,1,83
46905803,Queen Bed in Shared Dorm @ Pike Place Hostel,31751507,Rex,Downtown,Central Business District,47.60942,-122.33868,Shared room,39,1,3,2021-01-28,0.98,4,288
46906600,Everything you need | 1BR in Seattle,359069961,Kia,Downtown,Central Business District,47.60645,-122.3399,Entire home/apt,159,30,0,,,96,317
46917613,Greenlake room with hot tub,1676880,Steven,Other neighborhoods,Green Lake,47.68718,-122.3286,Private room,77,30,1,2021-01-18,0.50,2,0
46922520,Comfy Studio+Kitchenette Just Steps to Green Lake!,15832131,Maggie,Other neighborhoods,Greenwood,47.68411,-122.34695,Entire home/apt,79,3,8,2021-03-18,3.75,1,275
46928633,Private room in greenlake,103429068,Tarik,Other neighborhoods,Green Lake,47.68992,-122.34138,Private room,30,30,1,2021-02-08,0.73,1,58
46944787,Fremont Bay Window Apartment,201624129,Nancy,Other neighborhoods,Fremont,47.66266,-122.34837,Entire home/apt,125,2,0,,,2,318
46961678,Modern Wallingford Studio (E2),271793923,Winslow,Other neighborhoods,Wallingford,47.66109,-122.33432,Entire home/apt,42,30,0,,,4,125
46965051,Cottage w/ sunrise views of Lake Washington/Cascades - walk to a kayak launch!,342508637,Vacasa,Central Area,Leschi,47.59374,-122.2911,Entire home/apt,227,3,2,2021-02-08,1.09,7,352
46968365,Alki Beach Bungalow with Mountain & Water Views,140236800,TurnKey Vacation Rentals,West Seattle,Alki,47.56996,-122.40985,Entire home/apt,91,2,0,,,44,169
46989454,A place of your own | 1BR in Seattle,359069961,Kia,Downtown,Yesler Terrace,47.60671,-122.32035,Entire home/apt,117,30,0,,,96,360
46993410,Private Queen Room @ Pike Place Hostel,31751507,Rex,Downtown,Pike-Market,47.60791,-122.33917,Private room,66,1,1,2021-02-28,1,4,272
47002843,Modern West Seattle Townhome,96486770,Steven,West Seattle,Genesee,47.56947,-122.3855,Entire home/apt,121,3,2,2021-03-01,1.25,1,45
47022211,"Bright, Walk Everywhere Downtown",35961304,Marianne,Downtown,Belltown,47.61781,-122.34538,Entire home/apt,76,1,2,2021-03-04,2,10,73
47024077,Beautiful 3 Bed 2 Bath Home Excellently located!,42619492,Kari,Delridge,Riverview,47.55363,-122.35521,Entire home/apt,149,1,1,2020-12-23,0.34,7,80
47024412,"Cozy, Bright Downtown Studio",35961304,Marianne,Downtown,Belltown,47.6183,-122.34685,Entire home/apt,60,1,2,2021-03-06,1.09,10,75
47024755,"Beautiful, 2 Bedroom Apt @Downtown",35961304,Marianne,Downtown,First Hill,47.61252,-122.32935,Entire home/apt,103,3,5,2021-03-14,2.21,10,71
47032823,Quiet Columbia City Gated Community Room 4,3143442,Eric,Beacon Hill,Mid-Beacon Hill,47.5586,-122.29422,Private room,40,5,2,2021-02-28,0.94,5,324
47033018,Quiet Columbia City Gated Community Room 5,3143442,Eric,Beacon Hill,Mid-Beacon Hill,47.55798,-122.29394,Private room,40,5,4,2021-02-28,1.43,5,210
47036686,Modern Sustainable Design in Ballard - 92 Wlkscore,340706410,Enzo,Ballard,West Woodland,47.67033,-122.37261,Entire home/apt,114,1,21,2021-03-14,7.24,2,334
47037709,"Charming water view apartment , North Queen Anne!",26081852,Yuliya,Queen Anne,North Queen Anne,47.65442,-122.36841,Entire home/apt,70,30,1,2021-03-01,1,1,39
47042157,"Smart South Lake Union 1BR w/ Gym, walk to Space Needle, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,148,30,0,,,93,342
47047526,"Modern South Lake Union 1BR w/ Gym, Parking, near dining, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,146,30,1,2021-01-23,0.54,93,291
47052004,Wake up to the energy of the city in this stylish 1BD,8534462,Barsala,Downtown,Belltown,47.6176,-122.34819,Entire home/apt,171,30,1,2021-01-17,0.48,140,124
47052793,Volunteer Park Escape,39834464,,Capitol Hill,Broadway,47.62524,-122.31571,Entire home/apt,82,30,0,,,48,352
47053398,Bedroom in Stunning Two-Bedroom Capitol Hill Condo,26559947,Estelle,Capitol Hill,Broadway,47.62691,-122.32549,Private room,66,30,0,,,1,83
47071334,"Bright South Lake Union 1BR w/ Gym, walk to Space Needle, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,146,30,0,,,93,347
47092306,"Perfect location, spacious, walk to everything!",54495132,Peter,Capitol Hill,Stevens,47.61677,-122.30919,Entire home/apt,115,30,0,,,1,165
47112908,"Cozy South Lake Union 1BR w/ Gym, walk to Space Needle, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,146,30,0,,,93,354
47120216,"Adorable cottage near downtown w/ private patio, free WiFi, & full kitchen!",342508637,Vacasa,Capitol Hill,Stevens,47.62035,-122.30474,Entire home/apt,180,2,1,2021-02-28,0.91,7,351
47151007,Spacious mid-century apartment perfect for WFH!,130930000,Haseeb,Capitol Hill,Broadway,47.61533,-122.31735,Entire home/apt,89,30,2,2021-02-20,1.02,1,205
47154348,Capitol Hill Apartment with a fantastic view,82012437,Dominique,Downtown,Yesler Terrace,47.6014,-122.32195,Entire home/apt,61,30,0,,,1,0
47154651,2 BEDS MODERN UNIT IN SEATTLE,209532998,Sam,Beacon Hill,Mid-Beacon Hill,47.55392,-122.28946,Entire home/apt,75,30,3,2021-01-03,1.08,2,84
47155338,Fabulous remodeled Craftsman Home in the Junction,3458150,Curtis,West Seattle,Genesee,47.56349,-122.3808,Entire home/apt,250,30,0,,,1,93
47165299,"Ideal South Lake Union 1BR w/ Gym, near Space Needle, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,146,30,0,,,93,290
47171971,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,235,30,0,,,96,361
47177726,3 Bedroom Charming House in West Seattle,25322169,Rabecca,West Seattle,Fairmount Park,47.55799,-122.38148,Entire home/apt,120,2,0,,,7,73
47178457,Incredible apartment home | 1BR in Seattle,359069961,Kia,Queen Anne,Lower Queen Anne,47.6212,-122.35767,Entire home/apt,132,30,0,,,96,360
47179948,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,348,30,0,,,96,361
47179961,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,233,30,0,,,96,361
47179963,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,741,30,0,,,96,361
47182036,A place of your own | Studio in Seattle,359069961,Kia,Downtown,Yesler Terrace,47.60671,-122.32035,Entire home/apt,96,30,0,,,96,360
47185249,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,238,30,0,,,96,361
47188664,Spacious Studio Apt. close to UWMC and Children’s,126116834,Tom,Lake City,Matthews Beach,47.70756,-122.27887,Entire home/apt,42,30,0,,,2,143
47194906,"Lovely Downtown 1BR w/ Gym, near Shopping, Nightlife by Blueground",107434423,Blueground,Downtown,Central Business District,47.60829,-122.33518,Entire home/apt,133,30,0,,,93,323
47195454,"Crisp Downtown 1BR w/ Gym, BBQ, near Shopping + Light Rail by Blueground",107434423,Blueground,Downtown,Central Business District,47.60829,-122.33518,Entire home/apt,133,30,0,,,93,316
47204529,New modern 3B3B w/ rooftop deck & 240v EV charging,25110157,Eva,Ballard,Adams,47.67221,-122.38253,Entire home/apt,300,2,4,2021-03-17,2.11,2,33
47225268,Everything you need | 1BR in Seattle,359069961,Kia,Downtown,Central Business District,47.60645,-122.3399,Entire home/apt,157,30,0,,,96,360
47254108,Unique house in university district FOR GROUP,29186258,James,University District,University District,47.65937,-122.31867,Entire home/apt,158,30,1,2021-03-04,1,7,365
47263183,Downtown Urban Luxury,109283396,Alex,Downtown,Central Business District,47.61061,-122.3365,Entire home/apt,150,2,2,2021-02-15,0.95,1,203
47273346,6 Bedroom House in the U-District,26967583,Maria,University District,University District,47.66835,-122.31643,Entire home/apt,120,1,0,,,42,40
47279408,Award-winning Urban Eco Loft in Central Seattle,28420265,Sherry,Central Area,Minor,47.60279,-122.30694,Entire home/apt,334,30,2,2021-02-08,1.28,15,83
47280654,THE LAVISH ROYAL KINGDOM,369001383,Tran,Downtown,Central Business District,47.60365,-122.33664,Entire home/apt,251,1,0,,,3,332
47281656,THE PINNACLE OF GOLDEN RESIDENCE,369001383,Tran,Downtown,Belltown,47.61124,-122.34602,Entire home/apt,228,1,2,2021-02-27,1.76,3,299
47291703,"Modern, Private, Guesthouse in heart of Queen Anne",159774529,Christine,Queen Anne,North Queen Anne,47.64039,-122.35729,Entire home/apt,120,1,2,2021-03-14,2,1,159
47308588,WFH? 1 Bedroom House Near Swedish Cherry Hill,107456887,Melissa,Central Area,Minor,47.60806,-122.30494,Entire home/apt,81,1,3,2021-03-14,2.65,5,167
47309813,Cozy Condo on Crockett,42713291,,Queen Anne,East Queen Anne,47.63871,-122.34457,Private room,45,30,0,,,1,233
47312847,Vibrant 1BD in the classic Mt. Baker neighborhood,8534462,Barsala,Beacon Hill,North Beacon Hill,47.58063,-122.30101,Entire home/apt,147,30,0,,,140,276
47312987,Modern Lower-Level Suite in North Seattle!,176793852,Ricky,Lake City,Meadowbrook,47.70478,-122.29174,Entire home/apt,58,30,0,,,1,200
47324643,"Hip,  South Lake Union, 1BR w/ Gym, Storage, near Parks, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.61912,-122.33808,Entire home/apt,146,30,0,,,93,293
47325938,Escape to a place of your own | 1BR in Seattle,359069961,Kia,Downtown,Central Business District,47.61411,-122.3332,Entire home/apt,181,30,0,,,96,360
47329900,In the Heart of Seattle,359138746,Kurt,Downtown,Central Business District,47.60987,-122.33598,Entire home/apt,95,5,4,2021-03-12,2.50,2,192
47331370,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,135,90,0,,,96,360
47337063,"Adorable uptown Seattle Tech, UW, Travelling nurse",28379912,Daniel James,Cascade,Eastlake,47.64537,-122.32427,Entire home/apt,80,30,1,2021-03-03,1,9,316
47338471,"Charming Northgate 2 bd, 1 bath Entire House",382214300,Kabir,Northgate,Haller Lake,47.70578,-122.33958,Entire home/apt,110,1,2,2021-02-15,1.54,1,73
47350466,"Restful, convenient getaway near downtown Seattle",27565475,Cody,Magnolia,Lawton Park,47.65695,-122.39884,Entire home/apt,137,2,6,2021-03-16,2.57,1,13
47354247,Private modern guest studio suite in Capitol Hill!,37737562,Gabriel,Capitol Hill,Stevens,47.61652,-122.31194,Entire home/apt,85,2,0,,,1,0
47354345,Frellard Garden Escape,2237228,,Other neighborhoods,Fremont,47.66327,-122.35969,Entire home/apt,80,30,1,2021-01-22,0.53,2,77
47357015,"Get comfortable in this lux studio, chef-inspired kitchen",8534462,Barsala,Downtown,Belltown,47.61805,-122.34925,Entire home/apt,142,30,0,,,140,122
47361894,Stylish 265-sqft Studio in North Capitol Hill,116740214,Luke,Capitol Hill,Montlake,47.63948,-122.32,Entire home/apt,75,2,11,2021-03-07,4.34,5,0
47368962,Upscale apartment home | 1BR in Seattle,359069961,Kia,Other neighborhoods,Roosevelt,47.67753,-122.31976,Entire home/apt,142,30,0,,,96,360
47369717,Embrace the spirit of Seattle in this modern studio,8534462,Barsala,Downtown,Belltown,47.61647,-122.35031,Entire home/apt,143,2,0,,,140,110
47374462,201 Ballard Inn Deluxe King Suite/Private Bathroom,294393857,The Ballard Inn,Ballard,Adams,47.66605,-122.38248,Private room,129,1,2,2021-02-06,0.86,4,335
47374711,Central Ballard Location - 96 Walkscore.,340706410,Enzo,Ballard,Adams,47.67019,-122.38053,Entire home/apt,94,1,9,2021-03-14,3.60,2,333
47375595,202 Ballard Inn Deluxe King Suite/Private Bathroom,294393857,The Ballard Inn,Ballard,Adams,47.66691,-122.38349,Private room,129,1,0,,,4,343
47375638,Ballard Inn  Ground Floor Deluxe King/Private Bath,294393857,The Ballard Inn,Ballard,Adams,47.66565,-122.38409,Private room,129,1,0,,,4,345
47375695,107 Ballard Inn Deluxe King Suite/Private Bathroom,294393857,The Ballard Inn,Ballard,Adams,47.66719,-122.38414,Private room,129,1,1,2021-01-23,0.54,4,349
47393706,Ballard Room for rent,172759667,Shannon,Ballard,Adams,47.67384,-122.3788,Private room,37,30,0,,,2,274
47394355,Lake View of Washington house,96038005,Alben,Central Area,Leschi,47.59713,-122.29009,Entire home/apt,220,2,0,,,4,52
47397044,7B large gated house / lake view 七房间有湖景的大型独立别墅。,29186258,James,Rainier Valley,Dunlap,47.52846,-122.26448,Entire home/apt,288,30,0,,,7,336
47398103,Landing | Inspired Northwest Living Near Downtown (ID590),263502162,,Queen Anne,Lower Queen Anne,47.61932,-122.35503,Entire home/apt,127,30,0,,,8,365
47398489,Landing | Modern Apartment with Amazing Amenities (ID1511),263502162,,Capitol Hill,Broadway,47.61533,-122.32336,Entire home/apt,134,30,0,,,8,321
47399781,Landing | Modern Apartment with Amazing Amenities (ID938),263502162,,Downtown,Central Business District,47.60866,-122.3354,Entire home/apt,163,30,0,,,8,340
47404786,Eastlake's Pink House with Lake Union Views,595263,Matt,Cascade,Eastlake,47.64359,-122.32755,Entire home/apt,300,30,0,,,2,212
47406405,Single-family home in Cherry Hill,72621687,Javad & Erin,Central Area,Minor,47.60452,-122.30433,Entire home/apt,160,1,12,2021-03-11,5.71,1,0
47408169,Private Terrace @ Seattle Townhouse in Queen Anne,22186709,Elena,Queen Anne,Lower Queen Anne,47.6263,-122.36212,Entire home/apt,185,2,3,2021-03-16,3,2,259
47411267,Brilliant apartment home | 1BR in Seattle,359069961,Kia,Capitol Hill,Broadway,47.61515,-122.31793,Entire home/apt,118,30,0,,,96,360
47422675,Seattle Park Studio- A Modern Retreat,472438,Jill,Seward Park,Seward Park,47.54886,-122.25801,Entire home/apt,139,2,5,2021-03-04,2.31,2,142
47422868,Amazing Lake View of Washington,96038005,Alben,Central Area,Leschi,47.59751,-122.2919,Entire home/apt,149,2,7,2021-03-02,3.04,4,62
47432591,Charming 3 Bedroom West Seattle Townhome,25322169,Rabecca,West Seattle,Fairmount Park,47.55606,-122.38283,Entire home/apt,120,1,2,2021-01-23,1.05,7,54
47447067,Heart of Capitol Hill Studio 5,33376933,Vivian,Capitol Hill,Broadway,47.61747,-122.32463,Entire home/apt,57,1,6,2021-03-02,2.54,4,236
47447202,"2 Bedroom Home 5 Minutes from ID, Capitol Hill",22510386,Oak,Rainier Valley,Mount Baker,47.58678,-122.29735,Entire home/apt,93,2,4,2021-03-15,4,1,153
47449969,Cozy Columbia City Retreat,296438627,Sharon,Beacon Hill,Mid-Beacon Hill,47.55308,-122.29106,Entire home/apt,63,2,2,2021-02-28,1.76,2,227
47455176,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,140,90,0,,,96,353
47455178,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,142,90,0,,,96,360
47458440,Studio Dwelling with desk and private bathroom,47478610,Jeremy,Capitol Hill,Broadway,47.617,-122.31628,Entire home/apt,53,30,0,,,2,231
47465883,Stylish 1BD -  unique dining and shopping experiences,8534462,Barsala,Beacon Hill,North Beacon Hill,47.57765,-122.30155,Entire home/apt,154,30,0,,,140,250
47473030,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,118,90,0,,,96,360
47475055,All-inclusive apartment home | 1BR in Seattle,359069961,Kia,West Seattle,Fairmount Park,47.56342,-122.3765,Entire home/apt,109,30,0,,,96,360
47478661,Cozy + Fun Seattle Boho Basement Studio,63818298,Jackie,Central Area,Atlantic,47.59377,-122.30194,Entire home/apt,56,30,0,,,1,252
47487564,Best spot in Ballard,172759667,Shannon,Ballard,Adams,47.67508,-122.37915,Private room,41,30,0,,,2,311
47492437,Bright Apartment in Capitol Hill-Perfect for WFH,11715008,Jeff,Capitol Hill,Broadway,47.61787,-122.32606,Entire home/apt,83,1,9,2021-03-09,3.91,7,122
47500027,Pike Place Efficient Flat City View,116907660,Olivia,Downtown,Belltown,47.61121,-122.34049,Entire home/apt,122,1,5,2021-03-10,1.81,5,43
47518774,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,123,90,0,,,96,360
47529866,"2BD with self-checkin, professionally-cleaned",8534462,Barsala,Downtown,Pike-Market,47.60728,-122.34058,Entire home/apt,199,3,0,,,140,31
47529946,Lux studio with floor-to-ceiling tile in bathroom and kitchen,8534462,Barsala,Downtown,Pike-Market,47.61051,-122.34102,Entire home/apt,136,30,1,2021-02-28,1,140,197
47529956,Stay is even greater in this charming studio in Seattle,8534462,Barsala,Downtown,Pike-Market,47.61046,-122.34133,Entire home/apt,136,30,0,,,140,197
47532120,Pet-Friendly 1BR in W Seattle Near Parks & Shops,48005494,Zeus,West Seattle,Genesee,47.56613,-122.38686,Entire home/apt,144,30,0,,,75,359
47546100,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,235,30,0,,,96,361
47546102,Well-kept apartment home | 1BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,230,30,0,,,96,1
47546106,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,566,30,0,,,96,361
47546107,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,632,30,0,,,96,361
47546112,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,735,30,0,,,96,361
47546686,Modern Comfortable Studio (D2),271793923,Winslow,Other neighborhoods,Wallingford,47.66207,-122.33348,Entire home/apt,41,30,0,,,4,210
47566896,Top Floor Unit w/ Ocean View Balcony 92 walkscore!,383995762,James,Queen Anne,Lower Queen Anne,47.62425,-122.36374,Entire home/apt,69,90,1,2021-02-15,0.91,1,194
47583248,Cheerful Magnolia Artist's House,269905219,Elisa,Magnolia,Lawton Park,47.65827,-122.39452,Entire home/apt,151,2,4,2021-03-05,2.50,1,151
47583939,»Spacious & Private Modern Townhome West Seattle«,79736315,Christian,Delridge,North Delridge,47.56263,-122.36185,Private room,47,1,11,2021-03-11,6.60,1,38
47584186,Minimalist Apartment in Quirky Wallingford,25322169,Rabecca,Other neighborhoods,Wallingford,47.66121,-122.33059,Entire home/apt,103,1,5,2021-03-11,3.06,7,1
47584189,Walk to the Waterfront,383996195,Chris,Downtown,Central Business District,47.60762,-122.33916,Entire home/apt,56,1,8,2021-03-02,3.75,1,83
47595554,Lux studio with quartz and granite countertops,8534462,Barsala,Downtown,Belltown,47.6131,-122.33776,Entire home/apt,136,2,0,,,140,201
47596452,Beautiful Ballard Home//Perfect for Monthly Stay!,1595687,Elizabeth,Ballard,West Woodland,47.66855,-122.37137,Entire home/apt,128,30,0,,,1,1
47701969,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,108,90,0,,,96,360
47705171,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,328,30,0,,,96,361
47707069,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,140,90,0,,,96,360
47721751,Private Room in Queen Anne Apt,78582329,James,Queen Anne,West Queen Anne,47.62879,-122.36632,Private room,900,30,0,,,1,365
47728180,Cozy Modern Urban Cottage,986588,Chad,Northgate,Maple Leaf,47.70423,-122.3194,Entire home/apt,129,2,1,2021-03-17,1,1,30
47736109,5-15 mins to hospitals and companies in Seattle!,99407063,Bethany,Lake City,Cedar Park,47.71898,-122.29311,Entire home/apt,83,30,0,,,2,136
